Pořadové číslo,Název obce,Počet obyvatel,ZUJ,IČO,Kategorie,Okres,ZUJ okres,Kraj,Základní působnost,Matriční úřad,ZUJ MÚ,Stavební úřad,ZUJ SÚ,POÚ,ZUJ POÚ,ORP,ZUJ ORP,VÚ,SM,ZP,MÚ,SÚ,PÚ,RP,OK,F2,F3,Vidimace,Czech POINT,SO MÚ,SO SÚ,SO POÚ,SO ORP,Počet obyvatel okresu,Počet obcí MÚ,Počet obcí SÚ,Počet obcí POÚ,Počet obcí ORP,Počet obcí okresu,NUTS 2,Poznámka 1
2355,Kruh,472,577243,00275859,obec,Semily,576964,Liberecký kraj,Kruh,Jilemnice,577197,Jilemnice,577197,Jilemnice,577197,Jilemnice,577197,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
2356,Krumsín,593,589667,00288403,obec,Prostějov,589250,Olomoucký kraj,Krumsín,Plumlov,589896,Plumlov,589896,Prostějov,589250,Prostějov,589250,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Morava,vyhláška
2357,Krumvíř,1160,584584,00283282,obec,Břeclav,584291,Jihomoravský kraj,Krumvíř,Klobouky u Brna,584550,Klobouky u Brna,584550,Klobouky u Brna,584550,Hustopeče,584495,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
2358,Krupá,369,533459,00235512,obec,Kolín,533165,Středočeský kraj,Krupá,Český Brod,533271,Český Brod,533271,Český Brod,533271,Český Brod,533271,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
2359,Krupá,459,541966,00243957,obec,Rakovník,541656,Středočeský kraj,Krupá,Mutějovice,542121,Rakovník,541656,Rakovník,541656,Rakovník,541656,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Střední Čechy,bez czech pointu
2360,Krupka,13390,567639,00266418,město,Teplice,567442,Ústecký kraj,Krupka,Krupka,567639,Krupka,567639,Krupka,567639,Teplice,567442,0,0,1,1,1,1,0,0,0,0,1,1,13390,13390,13390,,,1,1,1,,,Severozápad,matrika
2361,Krušovice,632,541974,00243965,obec,Rakovník,541656,Středočeský kraj,Krušovice,Řevničov,542351,Nové Strašecí,542164,Nové Strašecí,542164,Rakovník,541656,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
2362,Kružberk,262,568180,00635537,obec,Opava,505927,Moravskoslezský kraj,Kružberk,Budišov nad Budišovkou,506460,Budišov nad Budišovkou,506460,Vítkov,511021,Vítkov,511021,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Moravskoslezsko,vyhláška
2363,Krychnov,98,599484,00876232,obec,Kolín,533165,Středočeský kraj,Krychnov,Kouřim,533424,Kouřim,533424,Kouřim,533424,Kolín,533165,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
2364,Kryry,2406,566314,00265080,město,Louny,565971,Ústecký kraj,Kryry,Kryry,566314,Podbořany,566616,Podbořany,566616,Podbořany,566616,0,0,1,1,0,0,0,0,0,0,1,1,3049,,,,,2,,,,,Severozápad,matrika
2365,Kryštofovo Údolí,349,564176,00671991,obec,Liberec,563889,Liberecký kraj,Kryštofovo Údolí,Chrastava,564117,Chrastava,564117,Chrastava,564117,Liberec,563889,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
2366,Kryštofovy Hamry,115,563315,00075566,obec,Chomutov,562971,Ústecký kraj,Kryštofovy Hamry,Vejprty,563404,Vejprty,563404,Vejprty,563404,Kadaň,563102,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Severozápad,vyhláška
2367,Křeč,223,548201,00248479,obec,Pelhřimov,547492,Kraj Vysočina,Křeč,Černovice,547760,Černovice,547760,Kamenice nad Lipou,548111,Pelhřimov,547492,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihovýchod,vyhláška
2368,Křečhoř,463,533467,00235521,obec,Kolín,533165,Středočeský kraj,Křečhoř,Kolín,533165,Kolín,533165,Kolín,533165,Kolín,533165,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Čechy,vyhláška
2369,Křečkov,359,537403,00239356,obec,Nymburk,537004,Středočeský kraj,Křečkov,Poděbrady,537683,Poděbrady,537683,Poděbrady,537683,Poděbrady,537683,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Čechy,vyhláška
2370,Křečovice,753,529991,00232068,obec,Benešov,529303,Středočeský kraj,Křečovice,Neveklov,530310,Benešov,529303,Benešov,529303,Benešov,529303,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
2371,Křekov,178,586960,46276041,obec,Zlín,585068,Zlínský kraj,Křekov,Valašské Klobouky,585891,Valašské Klobouky,585891,Valašské Klobouky,585891,Valašské Klobouky,585891,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Střední Morava,bez czech pointu
2372,Křelov-Břuchotín,1636,554901,63028255,obec,Olomouc,500496,Olomoucký kraj,Křelov-Břuchotín,Olomouc,500496,Olomouc,500496,Olomouc,500496,Olomouc,500496,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Morava,vyhláška
2373,Křelovice,224,559105,18246052,obec,Plzeň-sever,888002,Plzeňský kraj,Křelovice,Pernarec,559334,Město Touškov,559211,Město Touškov,559211,Nýřany,559300,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihozápad,vyhláška
2374,Křelovice,352,548219,00248487,obec,Pelhřimov,547492,Kraj Vysočina,Křelovice,Červená Řečice,547778,Pelhřimov,547492,Pelhřimov,547492,Pelhřimov,547492,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihovýchod,vyhláška
2375,Křemže,2775,545571,00245950,městys,Český Krumlov,545392,Jihočeský kraj,Křemže,Křemže,545571,Křemže,545571,Český Krumlov,545392,Český Krumlov,545392,0,0,1,1,1,0,0,0,0,0,1,1,3825,5283,,,,2,4,,,,Jihozápad,matrika
2376,Křenek,255,534960,00236985,obec,Praha-východ,999001,Středočeský kraj,Křenek,Dřísy,534781,Všetaty,535320,Brandýs nad Labem-Stará Boleslav,538094,Brandýs nad Labem-Stará Boleslav,538094,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
2377,Křenice,553,564991,00640182,obec,Praha-východ,999001,Středočeský kraj,Křenice,Říčany,538728,Říčany,538728,Říčany,538728,Říčany,538728,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
2378,Křenice,187,556505,00255718,obec,Klatovy,555771,Plzeňský kraj,Křenice,Chudenice,556378,Klatovy,555771,Klatovy,555771,Klatovy,555771,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,Jihozápad,bez czech pointu
2379,Křenov,418,578274,00276871,obec,Svitavy,577731,Pardubický kraj,Křenov,Moravská Třebová,578444,Moravská Třebová,578444,Moravská Třebová,578444,Moravská Třebová,578444,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
2380,Křenovice,160,562181,00511781,obec,Písek,549240,Jihočeský kraj,Křenovice,Písek,549240,Bernartice,549266,Písek,549240,Písek,549240,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihozápad,vyhláška
2381,Křenovice,429,569143,00636304,obec,Přerov,511382,Olomoucký kraj,Křenovice,Kojetín,514055,Kojetín,514055,Kojetín,514055,Přerov,511382,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Morava,vyhláška
2382,Křenovice,1895,593214,00291943,obec,Vyškov,592889,Jihomoravský kraj,Křenovice,Křenovice,593214,Slavkov u Brna,593583,Slavkov u Brna,593583,Slavkov u Brna,593583,0,0,1,1,0,0,0,0,0,0,1,1,2677,,,,,2,,,,,Jihovýchod,matrika
2383,Křenovy,137,553832,00572420,obec,Domažlice,553425,Plzeňský kraj,Křenovy,Horšovský Týn,553671,Horšovský Týn,553671,Horšovský Týn,553671,Horšovský Týn,553671,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihozápad,vyhláška
2384,Křepenice,179,540579,00242551,obec,Příbram,539911,Středočeský kraj,Křepenice,Sedlčany,541281,Sedlčany,541281,Sedlčany,541281,Sedlčany,541281,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Střední Čechy,bez czech pointu
2385,Křepice,1322,584592,00283291,obec,Břeclav,584291,Jihomoravský kraj,Křepice,Velké Němčice,585009,Hustopeče,584495,Hustopeče,584495,Hustopeče,584495,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
2386,Křepice,124,594288,00637408,obec,Znojmo,593711,Jihomoravský kraj,Křepice,Mikulovice,594431,Višňové,595071,Znojmo,593711,Znojmo,593711,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
2387,Křesetice,690,534161,00236187,obec,Kutná Hora,533955,Středočeský kraj,Křesetice,Kutná Hora,533955,Kutná Hora,533955,Kutná Hora,533955,Kutná Hora,533955,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Čechy,vyhláška
2388,Křesín,347,565075,00263842,obec,Litoměřice,564567,Ústecký kraj,Křesín,Libochovice,565164,Libochovice,565164,Libochovice,565164,Lovosice,565229,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Severozápad,vyhláška
2389,Křešice,1443,565083,00263851,obec,Litoměřice,564567,Ústecký kraj,Křešice,Křešice,565083,Litoměřice,564567,Litoměřice,564567,Litoměřice,564567,0,0,1,1,0,0,0,0,0,0,1,1,1443,,,,,1,,,,,Severozápad,matrika
2390,Křešín,105,540587,00242560,obec,Příbram,539911,Středočeský kraj,Křešín,Jince,540404,Jince,540404,Příbram,539911,Příbram,539911,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Střední Čechy,bez czech pointu
2391,Křešín,152,548227,00248495,obec,Pelhřimov,547492,Kraj Vysočina,Křešín,Košetice,548171,Pacov,548511,Pelhřimov,547492,Pelhřimov,547492,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihovýchod,vyhláška
2392,Křetín,507,581801,00280402,obec,Blansko,581283,Jihomoravský kraj,Křetín,Letovice,581917,Letovice,581917,Letovice,581917,Boskovice,581372,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
2393,Křičeň,260,572861,00580554,obec,Pardubice,555134,Pardubický kraj,Křičeň,Lázně Bohdaneč,574767,Lázně Bohdaneč,574767,Lázně Bohdaneč,574767,Pardubice,555134,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Severovýchod,bez czech pointu
2394,Křídla,338,587842,00842648,obec,Žďár nad Sázavou,595209,Kraj Vysočina,Křídla,Nové Město na Moravě,596230,Nové Město na Moravě,596230,Nové Město na Moravě,596230,Nové Město na Moravě,596230,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
2395,Křídlůvky,235,550086,00600440,obec,Znojmo,593711,Jihomoravský kraj,Křídlůvky,Jaroslavice,594199,Jaroslavice,594199,Znojmo,593711,Znojmo,593711,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
2396,Křimov,358,563161,00261971,obec,Chomutov,562971,Ústecký kraj,Křimov,Chomutov,562971,Chomutov,562971,Chomutov,562971,Chomutov,562971,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severozápad,vyhláška
2397,Křinec,1324,537411,00239364,městys,Nymburk,537004,Středočeský kraj,Křinec,Křinec,537411,Rožďalovice,537756,Nymburk,537004,Nymburk,537004,0,0,1,1,0,0,0,0,0,0,1,1,1635,,,,,2,,,,,Střední Čechy,matrika
2398,Křinice,428,574171,00653608,obec,Náchod,573868,Královéhradecký kraj,Křinice,Broumov,573922,Broumov,573922,Broumov,573922,Broumov,573922,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
2399,Křišťanov,107,561673,00583308,obec,Prachatice,550094,Jihočeský kraj,Křišťanov,Volary,550671,Volary,550671,Volary,550671,Prachatice,550094,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihozápad,vyhláška
2400,Křišťanovice,257,597538,00296147,obec,Bruntál,597180,Moravskoslezský kraj,Křišťanovice,Dvorce,597317,Bruntál,597180,Bruntál,597180,Bruntál,597180,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Moravskoslezsko,vyhláška
2401,Křivoklát,687,541982,00243973,městys,Rakovník,541656,Středočeský kraj,Křivoklát,Křivoklát,541982,Křivoklát,541982,Křivoklát,541982,Rakovník,541656,0,0,1,1,1,1,0,0,0,0,1,1,1927,4181,4181,,,7,11,11,,,Střední Čechy,matrika
2402,Křivsoudov,433,530000,00232076,městys,Benešov,529303,Středočeský kraj,Křivsoudov,Čechtice,529486,Vlašim,530883,Vlašim,530883,Vlašim,530883,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Čechy,vyhláška
2403,Křižánky,374,595918,00531677,obec,Žďár nad Sázavou,595209,Kraj Vysočina,Křižánky,Sněžné,596787,Nové Město na Moravě,596230,Nové Město na Moravě,596230,Nové Město na Moravě,596230,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
2404,Křižanov,101,509752,00476188,obec,Písek,549240,Jihočeský kraj,Křižanov,Milevsko,549576,Milevsko,549576,Milevsko,549576,Milevsko,549576,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Jihozápad,bez czech pointu
2405,Křižanov,1891,595926,00294616,městys,Žďár nad Sázavou,595209,Kraj Vysočina,Křižanov,Křižanov,595926,Velké Meziříčí,597007,Velké Meziříčí,597007,Velké Meziříčí,597007,0,0,1,1,0,0,0,0,0,0,1,1,5304,,,,,17,,,,,Jihovýchod,matrika
2406,Křižanovice,759,593222,00542431,obec,Vyškov,592889,Jihomoravský kraj,Křižanovice,Bučovice,592943,Bučovice,592943,Bučovice,592943,Bučovice,592943,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
2407,Křižanovice,111,547824,00497002,obec,Chrudim,571164,Pardubický kraj,Křižanovice,Chrudim,571164,Chrudim,571164,Chrudim,571164,Chrudim,571164,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Severovýchod,vyhláška
2408,Křižanovice u Vyškova,144,593231,00375349,obec,Vyškov,592889,Jihomoravský kraj,Křižanovice u Vyškova,Vyškov,592889,Vyškov,592889,Vyškov,592889,Vyškov,592889,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
2409,Křižany,824,564184,00262943,obec,Liberec,563889,Liberecký kraj,Křižany,Křižany,564184,Osečná,564290,Český Dub,563960,Liberec,563889,0,0,1,1,0,0,0,0,0,0,1,1,1117,,,,,2,,,,,Severovýchod,matrika
2410,Křižínkov,194,595934,00842681,obec,Brno-venkov,777001,Jihomoravský kraj,Křižínkov,Dolní Loučky,595527,Tišnov,584002,Tišnov,584002,Tišnov,584002,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
2411,Křížkový Újezdec,206,538418,00240397,obec,Praha-východ,999001,Středočeský kraj,Křížkový Újezdec,Velké Popovice,538981,Kamenice,538299,Kamenice,538299,Říčany,538728,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
2412,Křižovatka,275,554596,00254011,obec,Cheb,554481,Karlovarský kraj,Křižovatka,Skalná,554812,Luby,554634,Cheb,554481,Cheb,554481,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Severozápad,vyhláška
2413,Křoví,567,595951,00545406,obec,Žďár nad Sázavou,595209,Kraj Vysočina,Křoví,Velká Bíteš,596973,Velká Bíteš,596973,Velká Bíteš,596973,Velké Meziříčí,597007,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
2414,Křtěnov,231,581810,00636720,obec,Blansko,581283,Jihomoravský kraj,Křtěnov,Olešnice,582158,Olešnice,582158,Boskovice,581372,Boskovice,581372,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihovýchod,vyhláška
2415,Křtiny,790,581828,00280429,městys,Blansko,581283,Jihomoravský kraj,Křtiny,Křtiny,581828,Jedovnice,581682,Blansko,581283,Blansko,581283,0,0,1,1,0,0,0,0,0,0,1,1,2011,,,,,4,,,,,Jihovýchod,matrika
2416,Křtomil,443,552780,00636312,obec,Přerov,511382,Olomoucký kraj,Křtomil,Dřevohostice,513229,Dřevohostice,513229,Přerov,511382,Přerov,511382,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Morava,vyhláška
2417,Kšely,232,571717,00665142,obec,Kolín,533165,Středočeský kraj,Kšely,Český Brod,533271,Český Brod,533271,Český Brod,533271,Český Brod,533271,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
2418,Kšice,213,560979,00869023,obec,Tachov,560715,Plzeňský kraj,Kšice,Stříbro,561215,Stříbro,561215,Stříbro,561215,Stříbro,561215,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihozápad,vyhláška
2419,Ktiš,520,550329,00250503,obec,Prachatice,550094,Jihočeský kraj,Ktiš,Lhenice,550361,Prachatice,550094,Prachatice,550094,Prachatice,550094,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihozápad,vyhláška
2420,Ktová,196,547484,00580821,obec,Semily,576964,Liberecký kraj,Ktová,Rovensko pod Troskami,577472,Turnov,577626,Turnov,577626,Turnov,577626,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
2421,Kublov,634,531375,00233439,obec,Beroun,531057,Středočeský kraj,Kublov,Králův Dvůr,533203,Králův Dvůr,533203,Beroun,531057,Beroun,531057,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Čechy,vyhláška
2422,Kubova Huť,105,563978,00583057,obec,Prachatice,550094,Jihočeský kraj,Kubova Huť,Vimperk,550647,Vimperk,550647,Vimperk,550647,Vimperk,550647,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihozápad,vyhláška
2423,Kubšice,157,594296,00637416,obec,Znojmo,593711,Jihomoravský kraj,Kubšice,Olbramovice,594563,Moravský Krumlov,594482,Moravský Krumlov,594482,Moravský Krumlov,594482,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihovýchod,vyhláška
2424,Kučerov,465,593249,00291978,obec,Vyškov,592889,Jihomoravský kraj,Kučerov,Vyškov,592889,Vyškov,592889,Vyškov,592889,Vyškov,592889,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
2425,Kučeř,182,549541,00249807,obec,Písek,549240,Jihočeský kraj,Kučeř,Milevsko,549576,Milevsko,549576,Milevsko,549576,Milevsko,549576,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihozápad,vyhláška
2426,Kudlovice,963,592323,00291072,obec,Uherské Hradiště,592005,Zlínský kraj,Kudlovice,Babice,592013,Uherské Hradiště,592005,Uherské Hradiště,592005,Uherské Hradiště,592005,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Morava,vyhláška
2427,Kuchařovice,961,594300,00600458,obec,Znojmo,593711,Jihomoravský kraj,Kuchařovice,Znojmo,593711,Znojmo,593711,Znojmo,593711,Znojmo,593711,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
2428,Kujavy,556,555312,67340474,obec,Nový Jičín,599191,Moravskoslezský kraj,Kujavy,Bílovec,599247,Fulnek,599352,Bílovec,599247,Bílovec,599247,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Moravskoslezsko,vyhláška
2429,Kukle,74,572594,00579572,obec,Svitavy,577731,Pardubický kraj,Kukle,Svitavy,577731,Svitavy,577731,Svitavy,577731,Svitavy,577731,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Severovýchod,vyhláška
2430,Kuklík,187,595969,00599514,obec,Žďár nad Sázavou,595209,Kraj Vysočina,Kuklík,Sněžné,596787,Nové Město na Moravě,596230,Nové Město na Moravě,596230,Nové Město na Moravě,596230,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
2431,Kuks,255,579416,00278025,obec,Trutnov,579025,Královéhradecký kraj,Kuks,Dvůr Králové nad Labem,579203,Dvůr Králové nad Labem,579203,Dvůr Králové nad Labem,579203,Dvůr Králové nad Labem,579203,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
2432,Kulířov,187,581836,00542873,obec,Blansko,581283,Jihomoravský kraj,Kulířov,Lipovec,581950,Blansko,581283,Blansko,581283,Blansko,581283,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
2433,Kunčice,312,570214,00268976,obec,Hradec Králové,569810,Královéhradecký kraj,Kunčice,Nechanice,570451,Nechanice,570451,Nechanice,570451,Hradec Králové,569810,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Severovýchod,vyhláška
2434,Kunčice nad Labem,583,579424,00278033,obec,Trutnov,579025,Královéhradecký kraj,Kunčice nad Labem,Vrchlabí,579858,Vrchlabí,579858,Vrchlabí,579858,Vrchlabí,579858,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
2435,Kunčice pod Ondřejníkem,2237,598356,00296856,obec,Frýdek-Místek,598003,Moravskoslezský kraj,Kunčice pod Ondřejníkem,Kunčice pod Ondřejníkem,598356,Frýdlant nad Ostravicí,598143,Frýdlant nad Ostravicí,598143,Frýdlant nad Ostravicí,598143,0,0,1,1,0,0,0,0,0,0,1,1,2237,,,,,1,,,,,Moravskoslezsko,matrika
2436,Kunčina,1365,578282,00276880,obec,Svitavy,577731,Pardubický kraj,Kunčina,Moravská Třebová,578444,Moravská Třebová,578444,Moravská Třebová,578444,Moravská Třebová,578444,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Severovýchod,vyhláška
2437,Kunčina Ves,55,581844,00600610,obec,Blansko,581283,Jihomoravský kraj,Kunčina Ves,Lysice,582018,Lysice,582018,Boskovice,581372,Boskovice,581372,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihovýchod,vyhláška
2438,Kundratice,183,595977,00544205,obec,Žďár nad Sázavou,595209,Kraj Vysočina,Kundratice,Křižanov,595926,Velké Meziříčí,597007,Velké Meziříčí,597007,Velké Meziříčí,597007,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
2439,Kunějovice,147,559121,00573086,obec,Plzeň-sever,888002,Plzeňský kraj,Kunějovice,Všeruby,559628,Všeruby,559628,Všeruby,559628,Nýřany,559300,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Jihozápad,bez czech pointu
2440,Kunemil,109,548570,00579912,obec,Havlíčkův Brod,568414,Kraj Vysočina,Kunemil,Světlá nad Sázavou,569569,Světlá nad Sázavou,569569,Světlá nad Sázavou,569569,Světlá nad Sázavou,569569,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihovýchod,vyhláška
2441,Kunětice,283,573515,00580571,obec,Pardubice,555134,Pardubický kraj,Kunětice,Sezemice,575640,Sezemice,575640,Pardubice,555134,Pardubice,555134,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
2442,Kunice,1257,538426,00240401,obec,Praha-východ,999001,Středočeský kraj,Kunice,Velké Popovice,538981,Velké Popovice,538981,Říčany,538728,Říčany,538728,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Čechy,vyhláška
2443,Kunice,157,581852,00600636,obec,Blansko,581283,Jihomoravský kraj,Kunice,Lysice,582018,Lysice,582018,Boskovice,581372,Boskovice,581372,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihovýchod,vyhláška
2444,Kuničky,278,581861,00280461,obec,Blansko,581283,Jihomoravský kraj,Kuničky,Doubravice nad Svitavou,581542,Rájec-Jestřebí,582239,Blansko,581283,Blansko,581283,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
2445,Kunín,1880,568546,00600733,obec,Nový Jičín,599191,Moravskoslezský kraj,Kunín,Nový Jičín,599191,Suchdol nad Odrou,599930,Nový Jičín,599191,Nový Jičín,599191,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Moravskoslezsko,vyhláška
2446,Kunkovice,48,588628,00544582,obec,Kroměříž,588296,Zlínský kraj,Kunkovice,Litenčice,588695,Morkovice-Slížany,588768,Morkovice-Slížany,588768,Kroměříž,588296,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Morava,vyhláška
2447,Kunovice,642,543021,00635812,obec,Vsetín,541630,Zlínský kraj,Kunovice,Loučka,544418,Valašské Meziříčí,545058,Valašské Meziříčí,545058,Valašské Meziříčí,545058,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Morava,vyhláška
2448,Kunovice,5501,550744,00567892,město,Uherské Hradiště,592005,Zlínský kraj,Kunovice,Kunovice,550744,Kunovice,550744,Uherské Hradiště,592005,Uherské Hradiště,592005,0,0,1,1,1,0,0,0,0,0,1,1,5501,7431,,,,1,3,,,,Střední Morava,matrika
2449,Kuňovice,88,530026,00473553,obec,Benešov,529303,Středočeský kraj,Kuňovice,Vlašim,530883,Vlašim,530883,Vlašim,530883,Vlašim,530883,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
2450,Kunratice,399,530433,46744967,obec,Liberec,563889,Liberecký kraj,Kunratice,Frýdlant,564028,Frýdlant,564028,Frýdlant,564028,Frýdlant,564028,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
2451,Kunratice,253,546330,00831379,obec,Děčín,562335,Ústecký kraj,Kunratice,Česká Kamenice,562394,Česká Kamenice,562394,Česká Kamenice,562394,Děčín,562335,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severozápad,vyhláška
2452,Kunratice u Cvikova,617,561746,00524301,obec,Česká Lípa,561380,Liberecký kraj,Kunratice u Cvikova,Cvikov,561479,Cvikov,561479,Cvikov,561479,Nový Bor,561860,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
2453,Kunštát,2774,581879,00280470,město,Blansko,581283,Jihomoravský kraj,Kunštát,Kunštát,581879,Kunštát,581879,Boskovice,581372,Boskovice,581372,0,0,1,1,1,0,0,0,0,0,1,1,4159,3874,,,,7,6,,,,Jihovýchod,matrika
2454,Kunvald,999,580503,00279099,městys,Ústí nad Orlicí,579891,Pardubický kraj,Kunvald,Žamberk,581259,Žamberk,581259,Žamberk,581259,Žamberk,581259,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
